Ageing Population/Social Care for the Elderly,AIDS,Animal Welfare,Bird Flu/Flu Pandemic,BSE/Beef,Coronavirus/Pandemic Diseases,Coal Review/Pit Closures,Common Market/EU/Europe/Single European Currency,Countryside/Rural Life,Crime/Law & Order/Violence/Vandalism,Don't know,Defence/Foreign Affairs/International Terrorism,Drug Abuse,Economy/Economic Situation,Education/Schools,Foot And Mouth Outbreak/Farming Crisis,GM/GM (Genetically Modified) Foods,German Reunification/Eastern Europe,Heathrow/third runway at Heathrow,Housing,Immigration,Inflation/Prices,Inner Cities,Local Government/Council Tax/Poll Tax,Lack of faith in govt/politics,Low Pay/Minimum Wage/Fair Wages,Morality/Individual Behaviour,NHS / Hospitals / Health Care,Northern Ireland,Nuclear Power/Fuels,Nationalisation/Government control of institutions,Nuclear Weapons/Nuclear War/Disarmament,Other,Pensions/Social Security,Petrol Prices/Fuel,Pollution/Environment,Pound/Exchange Rate/Value Of Pound,Poverty/Inequality,Privatisation,Public Services In General,Race Relations/Immigration/Immigrants,Scottish Assembly,Scottish/Welsh Assembly/Devolution Constitutional Reform,Trade Unions/Strikes,Taxation,Transport/Public Transport,Tsunami/South East Asia,Unemployment/Factory Closure/Lack Of Industry,date,month,year,Date
,1.0,,,,,,3.0,,10.0,,31.0,2.0,25.0,17.0,,,1.0,,10.0,,32.0,,24.0,,,,28.0,1.0,1.0,,3.0,,10.0,,18.0,1.0,,2.0,,3.0,,,1.0,2.0,,,26.0,Aug-90,8.0,1990,1990-08-01
,1.0,,,,,,3.0,,9.0,,35.0,2.0,26.0,20.0,,,1.0,,9.0,,30.0,,22.0,,,,29.0,1.0,1.0,,2.0,,11.0,,14.0,1.0,,2.0,,3.0,,,,2.0,,,24.0,Sep-90,9.0,1990,1990-09-01
,1.0,,,,,,5.0,,12.0,,25.0,1.0,25.0,32.0,,,1.0,,6.0,,23.0,,23.0,,,,31.0,1.0,1.0,,2.0,,10.0,,12.0,2.0,,1.0,,2.0,,,,2.0,,,26.0,Oct-90,10.0,1990,1990-10-01
,1.0,,,,,,18.0,,8.0,,33.0,1.0,23.0,21.0,,,2.0,,10.0,,19.0,,36.0,,,,28.0,1.0,1.0,,2.0,,10.0,,9.0,1.0,,1.0,,1.0,0.0,,,2.0,,,22.0,Nov-90,11.0,1990,1990-11-01
,2.0,,,,,,14.0,,9.0,,29.0,2.0,23.0,14.0,,,1.0,,10.0,,17.0,,29.0,,,,24.0,1.0,,,2.0,,10.0,,6.0,1.0,,2.0,,2.0,,,,2.0,,,22.0,Dec-90,12.0,1990,1990-12-01
,1.0,,,,,,4.0,,5.0,,65.0,1.0,28.0,17.0,,,,,10.0,,19.0,,28.0,,,,27.0,1.0,,,3.0,,10.0,,5.0,1.0,,1.0,,2.0,,,,1.0,,,34.0,Jan-91,1.0,1991,1991-01-01
,1.0,,,,,,3.0,,7.0,,51.0,1.0,33.0,17.0,,,,,8.0,,19.0,,35.0,,,,23.0,2.0,,,,,8.0,,5.0,1.0,,1.0,,1.0,,,,2.0,,,37.0,Feb-91,2.0,1991,1991-02-01
,1.0,,,,,,5.0,,7.0,,6.0,1.0,32.0,18.0,,,,,8.0,,22.0,,38.0,,,,24.0,,,,,,9.0,,9.0,1.0,,1.0,,1.0,,,,3.0,,,38.0,Mar-91,3.0,1991,1991-03-01
,,,,,,,4.0,,15.0,,10.0,,27.0,20.0,,,,,10.0,,21.0,,27.0,,,,29.0,1.0,,,1.0,,10.0,,10.0,,,,,,,,,,,,48.0,Apr-91,4.0,1991,1991-04-01
,,,,,,,5.0,,14.0,,4.0,,28.0,25.0,,,,,7.0,,16.0,,13.0,,,,51.0,,,,1.0,,7.0,,9.0,,,,,,,,,,,,45.0,May-91,5.0,1991,1991-05-01
,,,,,,,18.0,,9.0,,4.0,,28.0,20.0,,,,,11.0,,18.0,,13.0,,,,40.0,,,,1.0,,7.0,,8.0,,,,,,,,,,,,52.0,Jun-91,6.0,1991,1991-06-01
,,,,,,,8.0,,13.0,,6.0,,34.0,17.0,,,,,9.0,,14.0,,11.0,,,,33.0,,,,2.0,,7.0,,18.0,,,,,,,,,,,,53.0,Jul-91,7.0,1991,1991-07-01
,,,,,,,6.0,,13.0,,9.0,,34.0,19.0,,,,,13.0,,17.0,,11.0,,,,34.0,,,,2.0,,8.0,,8.0,,,,,,,,,,,,54.0,Aug-91,8.0,1991,1991-08-01
,,,,,,,8.0,,23.0,,6.0,,26.0,26.0,,,,,9.0,,12.0,,9.0,,,,45.0,,,,1.0,,9.0,,7.0,,,,,,,,,,,,54.0,Sep-91,9.0,1991,1991-09-01
,,,,,,,9.0,,15.0,,8.0,,24.0,21.0,,,,,9.0,,11.0,,8.0,,,,51.0,1.0,,,2.0,,10.0,,10.0,,,,,,,,,,,,54.0,Oct-91,10.0,1991,1991-10-01
,,,,,,,32.0,,12.0,,4.0,,28.0,24.0,,,,,9.0,,9.0,,10.0,,,,42.0,1.0,,,2.0,,10.0,,7.0,,,,,,,,,,,,48.0,Nov-91,11.0,1991,1991-11-01
,,,,,,,24.0,,15.0,,6.0,,31.0,17.0,,,,,17.0,,10.0,,9.0,,,,34.0,1.0,,,2.0,,8.0,,4.0,,,,,,,,,,,,41.0,Dec-91,12.0,1991,1991-12-01
,,,,,,,12.0,,11.0,,6.0,,37.0,24.0,,,,,12.0,,11.0,,8.0,,,,43.0,2.0,,,3.0,,9.0,,5.0,,,,,,,,,,,,54.0,Jan-92,1.0,1992,1992-01-01
,,,,,,,9.0,,13.0,,4.0,,40.0,27.0,,,,,11.0,,10.0,,9.0,,,,49.0,2.0,,,1.0,,10.0,,7.0,,,,,,,,,,,,56.0,Feb-92,2.0,1992,1992-02-01
,,,,,,,10.0,,11.0,,3.0,,32.0,27.0,,,,,9.0,,8.0,,7.0,,,,41.0,1.0,,,1.0,,8.0,,10.0,,,,,,,,,,,,53.0,Apr-92,4.0,1992,1992-04-01
,2.0,,,,,,14.0,,15.0,,4.0,2.0,27.0,23.0,,,1.0,,11.0,,9.0,,7.0,,,,32.0,1.0,,,1.0,,8.0,,13.0,,,2.0,,5.0,,,,1.0,,,57.0,May-92,5.0,1992,1992-05-01
,1.0,,,,,,17.0,,16.0,,3.0,2.0,26.0,21.0,,,1.0,,11.0,,9.0,,5.0,,,,30.0,1.0,,,2.0,,9.0,,15.0,1.0,,1.0,,4.0,,,,1.0,,,57.0,Jun-92,6.0,1992,1992-06-01
,,,,,,,10.0,,17.0,,3.0,,35.0,20.0,,,,,12.0,,7.0,,5.0,,,,28.0,,,,1.0,,7.0,,14.0,,,,,,,,,,,,61.0,Jul-92,7.0,1992,1992-07-01
,2.0,,,,,,10.0,,14.0,,7.0,2.0,44.0,18.0,,,2.0,,15.0,,13.0,,7.0,,,,26.0,1.0,,,2.0,,7.0,,8.0,4.0,,2.0,,6.0,,,1.0,1.0,,,64.0,Aug-92,8.0,1992,1992-08-01
,1.0,,,,,,22.0,,11.0,,3.0,1.0,53.0,17.0,,,1.0,,13.0,,9.0,,3.0,,,,21.0,,,,1.0,,6.0,,7.0,4.0,,1.0,,3.0,,,,1.0,,,61.0,Sep-92,9.0,1992,1992-09-01
,1.0,,,,,,19.0,,9.0,,2.0,1.0,50.0,14.0,,,1.0,,10.0,,9.0,,3.0,,,,27.0,,,,,,7.0,,4.0,2.0,,2.0,,2.0,0.0,,8.0,,,,74.0,Oct-92,10.0,1992,1992-10-01
,2.0,,,,,,19.0,,12.0,,2.0,,47.0,16.0,,,1.0,,15.0,,8.0,,5.0,,,,27.0,1.0,,,,,7.0,,5.0,3.0,,2.0,,4.0,,,1.0,1.0,,,71.0,Nov-92,11.0,1992,1992-11-01
,2.0,,,,,,24.0,,12.0,,3.0,2.0,41.0,15.0,,,1.0,,17.0,,7.0,,2.0,,,,24.0,,,,,,7.0,,3.0,1.0,,2.0,,3.0,0.0,,,1.0,,,72.0,Dec-92,12.0,1992,1992-12-01
,2.0,,,,,3.0,8.0,,17.0,,9.0,2.0,37.0,16.0,,,1.0,,10.0,,5.0,,3.0,,,,28.0,,,,1.0,,7.0,,4.0,1.0,,3.0,,2.0,,,,1.0,,,79.0,Jan-93,1.0,1993,1993-01-01
,1.0,,,,,1.0,10.0,,33.0,,3.0,2.0,31.0,20.0,,,1.0,,9.0,,4.0,,2.0,,,,30.0,,,,,,7.0,,5.0,1.0,,2.0,,2.0,,,1.0,1.0,,,81.0,Feb-93,2.0,1993,1993-02-01
,1.0,,,,,2.0,10.0,,34.0,,3.0,2.0,33.0,18.0,,,1.0,,10.0,,8.0,,3.0,,,,24.0,3.0,,,1.0,,9.0,,4.0,1.0,,1.0,,2.0,,,,2.0,,,78.0,Mar-93,3.0,1993,1993-03-01
,1.0,,,,,1.0,9.0,,26.0,,8.0,2.0,36.0,19.0,,,1.0,,10.0,,6.0,,2.0,,,,24.0,2.0,,,1.0,,10.0,,5.0,,,2.0,,3.0,,,1.0,1.0,,,73.0,Apr-93,4.0,1993,1993-04-01
,1.0,,,,,1.0,13.0,,24.0,,5.0,2.0,30.0,19.0,,,,,8.0,,6.0,,2.0,,,,41.0,1.0,,,,,12.0,,3.0,1.0,,4.0,,3.0,,,,2.0,,,68.0,May-93,5.0,1993,1993-05-01
,1.0,,,,,1.0,9.0,,20.0,,6.0,2.0,36.0,21.0,,,,,9.0,,6.0,,2.0,,,,37.0,1.0,,,,,10.0,,4.0,1.0,,2.0,,4.0,,,,2.0,,,69.0,Jun-93,6.0,1993,1993-06-01
,2.0,,,,,0.0,19.0,,24.0,,4.0,3.0,31.0,18.0,,,1.0,,8.0,,5.0,,1.0,,,,32.0,1.0,,,1.0,,11.0,,7.0,,,2.0,,,,,,3.0,,,66.0,Jul-93,7.0,1993,1993-07-01
,1.0,,,,,1.0,10.0,,25.0,,6.0,2.0,32.0,21.0,,,1.0,,8.0,,5.0,,1.0,,,,36.0,1.0,,,,,9.0,,5.0,,,3.0,,,,,,3.0,,,63.0,Aug-93,8.0,1993,1993-08-01
,1.0,,,,,,7.0,,29.0,,4.0,2.0,32.0,19.0,,,1.0,,9.0,,6.0,,2.0,,,,32.0,1.0,,,1.0,,11.0,,3.0,1.0,,2.0,,8.0,,,,4.0,,,61.0,Sep-93,9.0,1993,1993-09-01
,0.0,,,,,2.0,6.0,,33.0,,6.0,2.0,30.0,17.0,,,,,9.0,,7.0,,3.0,,,,32.0,1.0,,,1.0,,13.0,,3.0,,,1.0,,,,,,7.0,,,61.0,Oct-93,10.0,1993,1993-10-01
,1.0,,,,,1.0,6.0,,28.0,,4.0,3.0,30.0,23.0,,,1.0,,9.0,,5.0,,2.0,,,,35.0,3.0,,,1.0,,13.0,,4.0,,,2.0,,4.0,,,,4.0,,,61.0,Nov-93,11.0,1993,1993-11-01
,1.0,,,,,1.0,6.0,,23.0,,4.0,2.0,28.0,19.0,,,,,10.0,,5.0,,2.0,,,,34.0,2.0,,,1.0,,15.0,,4.0,1.0,,2.0,,3.0,,,1.0,4.0,,,66.0,Dec-93,12.0,1993,1993-12-01
,1.0,,,,,,5.0,,31.0,,6.0,4.0,30.0,22.0,,,,,14.0,,5.0,,2.0,,,6.0,32.0,2.0,,,,,9.0,,5.0,,,2.0,,4.0,,,,6.0,,,61.0,Jan-94,1.0,1994,1994-01-01
,1.0,,,,,,4.0,,26.0,,9.0,5.0,23.0,22.0,,,,,10.0,,6.0,,1.0,,,5.0,40.0,1.0,,,1.0,,9.0,,3.0,,,2.0,,4.0,,,,7.0,,,61.0,Feb-94,2.0,1994,1994-02-01
,1.0,,,,,1.0,12.0,,34.0,,5.0,4.0,21.0,25.0,,,,,11.0,,5.0,,2.0,,,5.0,35.0,2.0,,,1.0,,9.0,,4.0,,,3.0,,4.0,,,,11.0,,,59.0,Mar-94,3.0,1994,1994-03-01
,1.0,,,,,1.0,7.0,,33.0,,7.0,4.0,24.0,24.0,,,,,11.0,,5.0,,2.0,,,4.0,38.0,1.0,,,,,9.0,,6.0,,,2.0,,4.0,,,,9.0,,,60.0,Apr-94,4.0,1994,1994-04-01
,1.0,,,,,,12.0,,32.0,,3.0,3.0,24.0,21.0,,,,,9.0,,6.0,,2.0,,,4.0,35.0,1.0,,,1.0,,10.0,,4.0,,,5.0,,4.0,,,,8.0,,,60.0,May-94,5.0,1994,1994-05-01
,1.0,,,,,,13.0,,30.0,,2.0,4.0,22.0,21.0,,,,,11.0,,5.0,,1.0,,,4.0,29.0,1.0,,,,,9.0,,4.0,,,3.0,,2.0,0.0,,1.0,11.0,,,66.0,Jun-94,6.0,1994,1994-06-01
,,,,,,,12.0,,23.0,,7.0,4.0,18.0,20.0,,,,,10.0,,5.0,,1.0,,,4.0,35.0,2.0,,,,,7.0,,7.0,,,4.0,,2.0,,,,5.0,,,65.0,Jul-94,7.0,1994,1994-07-01
,1.0,,,,,,9.0,,33.0,,5.0,4.0,19.0,23.0,,,,,11.0,,5.0,,1.0,,,4.0,36.0,2.0,1.0,,1.0,,7.0,,6.0,,,3.0,,3.0,,,2.0,5.0,,,62.0,Aug-94,8.0,1994,1994-08-01
,1.0,,,,,,7.0,,33.0,,3.0,3.0,20.0,21.0,,,,,8.0,,5.0,,1.0,,,6.0,34.0,2.0,,,,,9.0,,4.0,1.0,,2.0,,5.0,,,1.0,5.0,,,59.0,Sep-94,9.0,1994,1994-09-01
,1.0,,,,,,11.0,,37.0,,3.0,7.0,19.0,22.0,,,,,10.0,,4.0,,1.0,,,4.0,34.0,3.0,,,,,9.0,,5.0,,,2.0,,4.0,,,,4.0,,,62.0,Oct-94,10.0,1994,1994-10-01
,,,,,,,14.0,,25.0,,2.0,4.0,17.0,20.0,,,,,10.0,,4.0,,1.0,,,4.0,40.0,2.0,,,,,11.0,,4.0,,,3.0,,2.0,,,,4.0,,,58.0,Nov-94,11.0,1994,1994-11-01
,,,,,,,17.0,,22.0,,2.0,3.0,22.0,18.0,,,,,11.0,,6.0,,1.0,,,3.0,34.0,1.0,,,,,12.0,,4.0,,,5.0,,2.0,,,,9.0,,,55.0,Dec-94,12.0,1994,1994-12-01
,1.0,,,,,1.0,22.0,,23.0,,3.0,3.0,22.0,22.0,,,,,11.0,,6.0,,1.0,,,3.0,38.0,1.0,,,,,10.0,,5.0,,,4.0,,2.0,,,,5.0,,,52.0,Jan-95,1.0,1995,1995-01-01
,1.0,,,,,,25.0,,26.0,,2.0,4.0,20.0,26.0,,,,,10.0,,4.0,,2.0,,,5.0,36.0,2.0,,,,,9.0,,4.0,,,3.0,,5.0,,,,4.0,,,52.0,Feb-95,2.0,1995,1995-02-01
,1.0,,,,,,16.0,,24.0,,2.0,4.0,20.0,25.0,,,,,10.0,,5.0,,1.0,,,3.0,43.0,2.0,,,1.0,,8.0,,4.0,,,2.0,,4.0,,,,4.0,,,51.0,Mar-95,3.0,1995,1995-03-01
,1.0,,,,,,12.0,,25.0,,2.0,3.0,21.0,33.0,,,,,10.0,,6.0,,1.0,,,3.0,41.0,1.0,,,,,9.0,,3.0,1.0,,2.0,,4.0,,,,5.0,,,51.0,Apr-95,4.0,1995,1995-04-01
,1.0,,,,,,15.0,,25.0,,2.0,4.0,19.0,29.0,,,,,8.0,,5.0,,1.0,,,4.0,44.0,1.0,,,,,9.0,,4.0,,,3.0,,4.0,,,,5.0,,,53.0,May-95,5.0,1995,1995-05-01
,1.0,,,,,,26.0,,22.0,,4.0,3.0,17.0,29.0,,,,,11.0,,5.0,,1.0,,,3.0,38.0,1.0,1.0,,1.0,,9.0,,5.0,1.0,,2.0,,4.0,,,,4.0,,,47.0,Jun-95,6.0,1995,1995-06-01
,1.0,,,,,,12.0,,23.0,,6.0,3.0,20.0,28.0,,,,,12.0,,5.0,,2.0,,,3.0,39.0,1.0,,,1.0,,9.0,,5.0,1.0,,2.0,,3.0,,,1.0,6.0,,,51.0,Jul-95,7.0,1995,1995-07-01
,1.0,,,,,,12.0,,24.0,,3.0,4.0,20.0,29.0,,,,,10.0,,5.0,,2.0,,,5.0,39.0,1.0,,,1.0,,8.0,,6.0,,,5.0,,4.0,,,,4.0,,,52.0,Aug-95,8.0,1995,1995-08-01
,1.0,,,,,,13.0,,24.0,,3.0,4.0,20.0,30.0,,,,,11.0,,3.0,,1.0,,,4.0,44.0,,,,1.0,,9.0,,5.0,,,3.0,,3.0,,,,5.0,,,48.0,Sep-95,9.0,1995,1995-09-01
,,,,,,,17.0,,22.0,,2.0,5.0,18.0,29.0,,,,,12.0,,4.0,,,,,2.0,45.0,,,,,,10.0,,4.0,,,4.0,,4.0,,,,5.0,,,51.0,Oct-95,10.0,1995,1995-10-01
,1.0,,,,,,11.0,,25.0,,3.0,10.0,19.0,31.0,,,,,10.0,,4.0,,1.0,,,5.0,39.0,1.0,1.0,,1.0,,11.0,,5.0,,,3.0,,5.0,,,,5.0,,,52.0,Nov-95,11.0,1995,1995-11-01
,,,,,,,10.0,,23.0,,2.0,6.0,19.0,32.0,,,,,9.0,,4.0,,,,,4.0,40.0,2.0,,,,,10.0,,4.0,,,3.0,,4.0,,,,5.0,,,51.0,Dec-95,12.0,1995,1995-12-01
,1.0,,,,,1.0,14.0,,27.0,,3.0,7.0,20.0,29.0,,,,,10.0,,3.0,,1.0,,,3.0,41.0,1.0,,,,,8.0,,4.0,1.0,,3.0,,4.0,,,,3.0,,,49.0,Jan-96,1.0,1996,1996-01-01
,1.0,1.0,,,,,11.0,,24.0,,2.0,6.0,18.0,30.0,,,,,10.0,,3.0,,1.0,,,4.0,39.0,12.0,,,,,10.0,,7.0,1.0,,4.0,,3.0,,,,4.0,,,48.0,Feb-96,2.0,1996,1996-02-01
,1.0,1.0,,,,0.0,16.0,,24.0,,3.0,5.0,16.0,31.0,,,,,9.0,,3.0,,1.0,,,3.0,36.0,5.0,,,,,8.0,,5.0,1.0,,3.0,,3.0,,,,3.0,,,44.0,Mar-96,3.0,1996,1996-03-01
,1.0,1.0,,,,,20.0,,24.0,,2.0,5.0,17.0,33.0,,,,,9.0,,3.0,,1.0,,,4.0,34.0,2.0,,,1.0,,8.0,,4.0,,,3.0,,4.0,,,1.0,4.0,,,46.0,Apr-96,4.0,1996,1996-04-01
,1.0,1.0,,18.0,,,29.0,,29.0,,2.0,5.0,16.0,30.0,,,,,9.0,,2.0,,1.0,,,4.0,39.0,1.0,,,,,9.0,,4.0,,,2.0,,3.0,,,,3.0,,,42.0,May-96,5.0,1996,1996-05-01
,1.0,,,15.0,,,28.0,,22.0,,1.0,4.0,13.0,28.0,,,,,8.0,,3.0,,1.0,,,4.0,33.0,4.0,,,1.0,,8.0,,3.0,,,2.0,,3.0,,,,2.0,,,44.0,Jun-96,6.0,1996,1996-06-01
,1.0,,,5.0,,,25.0,,29.0,,2.0,6.0,14.0,31.0,,,,,8.0,,3.0,,1.0,,,4.0,35.0,4.0,,,,,9.0,,5.0,1.0,,3.0,,3.0,,,,3.0,,,43.0,Jul-96,7.0,1996,1996-07-01
,,,,3.0,,,20.0,,30.0,,2.0,5.0,15.0,27.0,,,,,8.0,,2.0,,2.0,,,5.0,33.0,2.0,,,,,10.0,,7.0,,,3.0,,4.0,,,,3.0,,,44.0,Aug-96,8.0,1996,1996-08-01
,1.0,1.0,,8.0,,,23.0,,27.0,,3.0,6.0,14.0,32.0,,,,,9.0,,3.0,,1.0,,,4.0,35.0,2.0,,,1.0,,11.0,,5.0,,,2.0,,3.0,,,,4.0,,,43.0,Sep-96,9.0,1996,1996-09-01
,,,,3.0,,,20.0,,41.0,,2.0,6.0,13.0,39.0,,,,,7.0,,2.0,,1.0,,,7.0,36.0,1.0,,,,,11.0,,4.0,,,2.0,,3.0,,,,4.0,,,37.0,Oct-96,10.0,1996,1996-10-01
,,,,2.0,,,23.0,,37.0,,3.0,7.0,19.0,42.0,,,,,8.0,,5.0,,2.0,,,9.0,43.0,1.0,,,,,13.0,,3.0,,,2.0,,3.0,,,,3.0,,,41.0,Nov-96,11.0,1996,1996-11-01
,,,,2.0,,,38.0,,37.0,,2.0,6.0,24.0,38.0,,,,,10.0,,4.0,,2.0,,,7.0,42.0,2.0,,,,,14.0,,4.0,,,2.0,,3.0,,,,4.0,,,35.0,Dec-96,12.0,1996,1996-12-01
,1.0,1.0,,2.0,,,29.0,,22.0,,2.0,4.0,19.0,43.0,,,,,9.0,,3.0,,2.0,,,5.0,49.0,2.0,,,1.0,,12.0,,5.0,1.0,,2.0,,2.0,,,,4.0,,,36.0,Jan-97,1.0,1997,1997-01-01
,1.0,1.0,,2.0,,,35.0,,27.0,,2.0,5.0,18.0,45.0,,,,,10.0,,4.0,,1.0,,,8.0,48.0,2.0,,,1.0,,13.0,,5.0,1.0,,2.0,,3.0,,,1.0,5.0,,,38.0,Feb-97,2.0,1997,1997-02-01
,1.0,1.0,,2.0,,,33.0,,28.0,,1.0,3.0,18.0,43.0,,,,,6.0,,4.0,,2.0,,,5.0,49.0,,,,1.0,,15.0,,6.0,,,2.0,,3.0,,,,3.0,,,39.0,Mar-97,3.0,1997,1997-03-01
,,,,2.0,,,43.0,,27.0,,2.0,3.0,22.0,54.0,,,,,7.0,,3.0,,2.0,,,5.0,63.0,3.0,,,,,17.0,,2.0,,,1.0,,3.0,,,,4.0,,,28.0,Apr-97,4.0,1997,1997-04-01
,1.0,,,1.0,,,30.0,,24.0,,2.0,6.0,14.0,45.0,,,,,8.0,,2.0,,1.0,,,5.0,51.0,4.0,,,1.0,,11.0,,10.0,1.0,,1.0,,3.0,,,,3.0,,,39.0,Jun-97,6.0,1997,1997-06-01
,1.0,1.0,,1.0,,,23.0,1.0,23.0,4.0,2.0,6.0,19.0,49.0,,,,,8.0,,4.0,,1.0,,,6.0,46.0,4.0,,,1.0,11.0,13.0,,7.0,1.0,,,,4.0,,2.0,,2.0,4.0,,34.0,Jul-97,7.0,1997,1997-07-01
,,1.0,,1.0,,,16.0,1.0,27.0,4.0,2.0,9.0,18.0,39.0,,,,,9.0,,5.0,,1.0,,,5.0,47.0,2.0,,,1.0,14.0,13.0,,11.0,1.0,,,,5.0,,1.0,,2.0,7.0,,35.0,Aug-97,8.0,1997,1997-08-01
,1.0,,,,,,21.0,1.0,28.0,4.0,2.0,7.0,17.0,45.0,,,,,7.0,,4.0,,1.0,,,6.0,45.0,2.0,,,1.0,11.0,12.0,,7.0,,,,,4.0,,2.0,,2.0,4.0,,35.0,Sep-97,9.0,1997,1997-09-01
,1.0,1.0,,1.0,,,35.0,,26.0,4.0,2.0,6.0,14.0,36.0,,,,,8.0,,4.0,,1.0,,,4.0,47.0,2.0,,,1.0,16.0,12.0,,7.0,1.0,,1.0,,8.0,,1.0,,2.0,3.0,,32.0,Oct-97,10.0,1997,1997-10-01
,1.0,1.0,,1.0,,,31.0,1.0,22.0,4.0,4.0,5.0,16.0,36.0,,,,,8.0,,4.0,,1.0,,,4.0,47.0,1.0,,,1.0,13.0,13.0,,7.0,1.0,,,,4.0,,,,1.0,3.0,,34.0,Nov-97,11.0,1997,1997-11-01
,1.0,1.0,,7.0,,,28.0,1.0,16.0,5.0,2.0,5.0,14.0,31.0,,,,,8.0,,3.0,,1.0,,,4.0,42.0,3.0,,,1.0,10.0,20.0,,9.0,,8.0,,,4.0,,1.0,,2.0,2.0,,31.0,Dec-97,12.0,1997,1997-12-01
,,,,3.0,,,23.0,,19.0,3.0,4.0,5.0,14.0,37.0,,,,,10.0,,3.0,,2.0,,,5.0,42.0,8.0,,,,13.0,23.0,,7.0,,9.0,,,4.0,,1.0,,3.0,3.0,,32.0,Jan-98,1.0,1998,1998-01-01
,,,,2.0,,,16.0,,14.0,4.0,26.0,3.0,14.0,37.0,,,,,7.0,,3.0,,1.0,,,3.0,50.0,5.0,,,,10.0,19.0,,6.0,1.0,8.0,,,3.0,,,,3.0,3.0,,31.0,Feb-98,2.0,1998,1998-02-01
,,,,2.0,,,22.0,,13.0,4.0,4.0,5.0,19.0,42.0,,,,,6.0,,3.0,,2.0,,,4.0,47.0,3.0,,,,11.0,17.0,,7.0,2.0,7.0,,,3.0,,1.0,,4.0,4.0,,34.0,Mar-98,3.0,1998,1998-03-01
